2273,"12/2/2021, 1:50:19 PM",2,"automovil",2879,227.5857943424245,"leftright_topbottom",44.84093170719497
2274,"12/2/2021, 1:50:19 PM",2,"automovil",2873,232.25319461272534,"leftright_topbottom",40.17353143689412
2286,"12/2/2021, 1:50:19 PM","1der","camion_articulado_I",2884,343.9509952074668,"rightleft_bottomtop",81.88698503473697
2288,"12/2/2021, 1:50:20 PM","2der","camion_articulado_I",2884,339.001280965613,"rightleft_bottomtop",75.37171334977393
2315,"12/2/2021, 1:50:20 PM","1der","automovil",2886,326.4889812021592,"rightleft_bottomtop",64.42497102942937
2317,"12/2/2021, 1:50:20 PM","2der","automovil",2886,313.3445134608807,"rightleft_bottomtop",49.71494584504164
2324,"12/2/2021, 1:50:20 PM",1,"camion_unitario",2882,244.39781244855823,"leftright_topbottom",27.71402905127451
2324,"12/2/2021, 1:50:20 PM","1der","van",2887,326.93815049450484,"rightleft_bottomtop",64.874140321775
2327,"12/2/2021, 1:50:20 PM","2der","van",2887,302.1249984403875,"rightleft_bottomtop",38.49543082454848
2328,"12/2/2021, 1:50:20 PM",2,"camion_unitario",2882,204.62356478616363,"leftright_topbottom",67.80316126345585
2361,"12/2/2021, 1:50:21 PM","1der","automovil",2890,318.4336303624505,"rightleft_bottomtop",56.369620189720685
2363,"12/2/2021, 1:50:21 PM","2der","automovil",2890,304.89496363496204,"rightleft_bottomtop",41.26539601912299
2432,"12/2/2021, 1:50:23 PM","1der","pickup",2895,322.76516601842536,"rightleft_bottomtop",60.70115584569551
2436,"12/2/2021, 1:50:23 PM","2der","pickup",2895,300.80144597613685,"rightleft_bottomtop",37.171878360297775
2448,"12/2/2021, 1:50:23 PM",1,"automovil",2893,246.644435140714,"leftright_topbottom",25.467406359118744
2451,"12/2/2021, 1:50:23 PM",2,"automovil",2893,233.58362148011395,"leftright_topbottom",38.84310456950551
2477,"12/2/2021, 1:50:24 PM","1der","tp_foraneo",2898,325.73889710090543,"rightleft_bottomtop",63.67488692817562
2481,"12/2/2021, 1:50:24 PM","2der","tp_foraneo",2898,308.43730149106256,"rightleft_bottomtop",44.80773387522348
2522,"12/2/2021, 1:50:25 PM","1der","camion_unitario",2901,308.5169263071028,"rightleft_bottomtop",46.45291613437294
2526,"12/2/2021, 1:50:25 PM","2der","camion_unitario",2901,301.4295656148385,"rightleft_bottomtop",37.79999799899946
2537,"12/2/2021, 1:50:25 PM","1der","camion_unitario",2903,334.29004621918875,"rightleft_bottomtop",72.22603604645892
2539,"12/2/2021, 1:50:25 PM","1der","pickup",2904,326.30993247402023,"rightleft_bottomtop",64.24592230129039
2541,"12/2/2021, 1:50:25 PM","2der","camion_unitario",2903,297.75854060106,"rightleft_bottomtop",34.12897298522097
2542,"12/2/2021, 1:50:25 PM","2der","pickup",2904,314.47436539354237,"rightleft_bottomtop",50.844797777703334
2589,"12/2/2021, 1:50:26 PM","1der","pickup",2905,328.3924977537511,"rightleft_bottomtop",66.32848758102126
2593,"12/2/2021, 1:50:26 PM","2der","pickup",2905,300.1916229609576,"rightleft_bottomtop",36.56205534511855
2614,"12/2/2021, 1:50:27 PM","1der","automovil",2907,325.89872580575286,"rightleft_bottomtop",63.83471563302302
2616,"12/2/2021, 1:50:27 PM","2der","automovil",2907,315.73452103425484,"rightleft_bottomtop",52.104953418415754
2634,"12/2/2021, 1:50:27 PM",1,"camion_unitario",2906,244.39781244855823,"leftright_topbottom",27.71402905127451
2637,"12/2/2021, 1:50:27 PM",2,"camion_unitario",2906,220.87240829748828,"leftright_topbottom",51.554317752131176
2649,"12/2/2021, 1:50:28 PM",1,"automovil",2909,243.434948822922,"leftright_topbottom",28.676892676910732
2654,"12/2/2021, 1:50:28 PM",2,"automovil",2909,236.74563342528796,"leftright_topbottom",35.68109262433151
2676,"12/2/2021, 1:50:28 PM",1,"camion_unitario",2910,243.94650468950906,"leftright_topbottom",28.16533681032368
2680,"12/2/2021, 1:50:28 PM",2,"camion_unitario",2910,211.2930389959202,"leftright_topbottom",61.133687053699276
2697,"12/2/2021, 1:50:29 PM",1,"automovil",2912,241.8583987677383,"leftright_topbottom",30.25344273209445
2700,"12/2/2021, 1:50:29 PM",2,"automovil",2912,237.0613094570445,"leftright_topbottom",35.36541659257496
2708,"12/2/2021, 1:50:29 PM","1der","camion_unitario",2917,337.7509763427876,"rightleft_bottomtop",75.68696617005781
2712,"12/2/2021, 1:50:29 PM","2der","camion_unitario",2917,297.75854060106,"rightleft_bottomtop",34.12897298522097
2733,"12/2/2021, 1:50:30 PM",1,"automovil",2916,232.25319461272534,"leftright_topbottom",39.858646887107405
2736,"12/2/2021, 1:50:30 PM",2,"automovil",2916,229.08561677997488,"leftright_topbottom",43.34110926964458
2745,"12/2/2021, 1:50:30 PM",1,"camion_unitario",2918,244.59228189105153,"leftright_topbottom",27.519559608781208
2749,"12/2/2021, 1:50:30 PM",2,"camion_unitario",2918,234.55428967240175,"leftright_topbottom",37.87243637721769
2785,"12/2/2021, 1:50:31 PM","1der","automovil",2924,319.2794635302452,"rightleft_bottomtop",57.2154533575154
2788,"12/2/2021, 1:50:31 PM","2der","automovil",2924,301.87959684702275,"rightleft_bottomtop",38.25002923118368
2808,"12/2/2021, 1:50:31 PM",1,"automovil",2923,220.10090754621223,"leftright_topbottom",52.01093395362051
2810,"12/2/2021, 1:50:31 PM","1der","automovil",2926,326.6893691754392,"rightleft_bottomtop",64.62535900270937
2812,"12/2/2021, 1:50:31 PM",2,"automovil",2923,221.34777721969365,"leftright_topbottom",51.0789488299258
2812,"12/2/2021, 1:50:31 PM","2der","automovil",2926,312.83308531681337,"rightleft_bottomtop",49.203517700974295
2823,"12/2/2021, 1:50:32 PM",1,"camion_unitario",2922,241.8583987677383,"leftright_topbottom",30.25344273209445
2827,"12/2/2021, 1:50:32 PM",2,"camion_unitario",2922,192.77124256490143,"leftright_topbottom",79.65548348471802
2848,"12/2/2021, 1:50:32 PM",1,"automovil",2930,230.82634202955578,"leftright_topbottom",41.28549947027696
2852,"12/2/2021, 1:50:32 PM",2,"automovil",2930,227.12109639666147,"leftright_topbottom",45.305629652958004
2857,"12/2/2021, 1:50:32 PM",1,"automovil",2934,229.84400037508067,"leftright_topbottom",42.26784112475206
2860,"12/2/2021, 1:50:32 PM",2,"automovil",2934,226.6602823689828,"leftright_topbottom",45.76644368063665
2883,"12/2/2021, 1:50:33 PM",1,"automovil",2932,229.39870535499554,"leftright_topbottom",42.71313614483721
2887,"12/2/2021, 1:50:33 PM",2,"automovil",2932,227.20259816176582,"leftright_topbottom",45.224127887853655
2900,"12/2/2021, 1:50:33 PM",1,"camion_unitario",2931,244.13364320590549,"leftright_topbottom",27.978198293927257
2904,"12/2/2021, 1:50:33 PM",2,"camion_unitario",2931,195.1540680503126,"leftright_topbottom",77.27265799930687
2911,"12/2/2021, 1:50:34 PM","1der","automovil",2938,324.17255292012624,"rightleft_bottomtop",62.10854274739642
2913,"12/2/2021, 1:50:34 PM","2der","automovil",2938,312.2445752994972,"rightleft_bottomtop",48.615007683658185
2973,"12/2/2021, 1:50:35 PM",1,"automovil",2941,235.4914770123316,"leftright_topbottom",36.620364487501135
2977,"12/2/2021, 1:50:35 PM",2,"automovil",2941,230.79279649503218,"leftright_topbottom",41.6339295545873
3034,"12/2/2021, 1:50:36 PM",1,"camion_unitario",2944,246.644435140714,"leftright_topbottom",25.467406359118744
3038,"12/2/2021, 1:50:36 PM",2,"camion_unitario",2944,227.33730585912383,"leftright_topbottom",45.08942019049564
3071,"12/2/2021, 1:50:37 PM","1der","camion_articulado_I",2949,345.352624727637,"rightleft_bottomtop",83.28861455490718
3073,"12/2/2021, 1:50:37 PM","2der","camion_articulado_I",2949,339.37646861667474,"rightleft_bottomtop",75.74690100083572
3086,"12/2/2021, 1:50:37 PM",1,"automovil",2948,241.76255446183274,"leftright_topbottom",30.349287037999996
3089,"12/2/2021, 1:50:38 PM",2,"automovil",2948,230.93152692491975,"leftright_topbottom",41.495199124699695
3137,"12/2/2021, 1:50:39 PM",1,"automovil",2953,232.1250163489018,"leftright_topbottom",39.98682515093094
3140,"12/2/2021, 1:50:39 PM",2,"automovil",2953,228.23970029610214,"leftright_topbottom",44.18702575351733
3151,"12/2/2021, 1:50:39 PM",1,"automovil",2954,233.88065915052024,"leftright_topbottom",38.23118234931249
3154,"12/2/2021, 1:50:39 PM",2,"automovil",2954,229.76364169072616,"leftright_topbottom",42.66308435889328
3158,"12/2/2021, 1:50:39 PM","1der","automovil",2957,320.7441583237672,"rightleft_bottomtop",58.68014815103733
